# Symbol baseline: rust/crates/openpage/src/webpage/mod.rs
# Generated: 2026-07-22
# Format: line | kind | owner | visibility | role | normalized signature
# Count: 1014
44 | item | - | pub | code | pub enum WebMode
3955 | method | impl WebElement | pub | code | pub fn wait_until_has_rect(&self, timeout_ms: u64) -> OpenPageResult<bool>
3966 | method | impl WebElement | pub | code | pub fn wait_until_covered(&self, timeout_ms: u64) -> OpenPageResult<bool>
3977 | method | impl WebElement | pub | code | pub fn wait_until_not_covered(&self, timeout_ms: u64) -> OpenPageResult<bool>
3988 | method | impl WebElement | pub | code | pub fn wait_until_disabled_or_deleted(&self, timeout_ms: u64) -> OpenPageResult<bool>
3999 | method | impl WebElement | pub | code | pub fn wait_until_stop_moving(&self, timeout_ms: u64) -> OpenPageResult<bool>
4012 | method | impl<'a> From<&'a WebPage> for BrowserTabSelector<'a> | private | code | fn from(value: &'a WebPage) -> Self
4018 | method | impl From<WebPage> for BrowserTabSelector<'_> | private | code | fn from(value: WebPage) -> Self
4024 | method | impl<'a> From<&'a WebPage> for BrowserTabTargetsInput<'a> | private | code | fn from(value: &'a WebPage) -> Self
4030 | method | impl From<WebPage> for BrowserTabTargetsInput<'_> | private | code | fn from(value: WebPage) -> Self
4036 | method | impl<'a> From<&'a [&'a WebPage]> for BrowserTabTargetsInput<'a> | private | code | fn from(value: &'a [&'a WebPage]) -> Self
4047 | method | impl<'a> From<&'a Vec<&'a WebPage>> for BrowserTabTargetsInput<'a> | private | code | fn from(value: &'a Vec<&'a WebPage>) -> Self
4053 | item | - | pub | code | pub struct WebPage
4061 | method | impl WebPage | private | code | fn with_driver_page(&self, driver: Page) -> Self
4070 | method | impl WebPage | private | code | fn with_driver_frame(&self, frame: Frame) -> WebFrame
4077 | method | impl WebPage | private | code | fn with_driver_element(&self, element: Element) -> WebElement
4084 | method | impl WebPage | private | code | fn mix_tab_reference(&self, reference: BrowserTabReference) -> BrowserTabReference
4093 | method | impl WebPage | pub | code | pub fn new( mode: WebMode, launch_options: LaunchOptions, session_options: SessionOptions, ) -> OpenPageResult<Self>
4109 | method | impl WebPage | pub | code | pub fn mode(&self) -> OpenPageResult<WebMode>
4118 | method | impl WebPage | pub | code | pub fn navigation_snapshot(&self) -> OpenPageResult<crate::page::PageNavigationSnapshot>
4127 | method | impl WebPage | pub | code | pub fn set_none_element_value(&self, value: Option<&str>, on_off: bool) -> OpenPageResult<()>
4132 | method | impl WebPage | pub | code | pub fn set_raise_when_ele_not_found(&self, on_off: bool) -> OpenPageResult<()>
4137 | method | impl WebPage | pub | code | pub fn actions(&self) -> OpenPageResult<Actions>
4146 | method | impl WebPage | pub | code | pub fn new_actions(&self) -> OpenPageResult<Actions>
4155 | method | impl WebPage | pub | code | pub fn tabs_count(&self) -> OpenPageResult<usize>
4159 | method | impl WebPage | pub | code | pub fn tab_ids(&self) -> OpenPageResult<Vec<String>>
4163 | method | impl WebPage | pub | code | pub fn target_id(&self) -> String
4167 | method | impl WebPage | pub | code | pub fn tab_infos(&self) -> OpenPageResult<Vec<TabInfo>>
4171 | method | impl WebPage | pub | code | pub fn get_tab<'a, I, T>( &self, id_or_num: Option<I>, title: Option<&str>, url: Option<&str>, tab_type: Option<T>, as_id: bool, ) -> OpenPageResult<Option<BrowserTabReference>> where I: Into<BrowserTabSelector<'a>>, T: Into<BrowserTabTypeInput<'a>>,
4188 | method | impl WebPage | pub | code | pub fn get_tabs<'a, T>( &self, title: Option<&str>, url: Option<&str>, tab_type: Option<T>, as_id: bool, ) -> OpenPageResult<Vec<BrowserTabReference>> where T: Into<BrowserTabTypeInput<'a>>,
4208 | method | impl WebPage | pub | code | pub fn latest_tab(&self) -> OpenPageResult<Option<BrowserTabReference>>
4214 | method | impl WebPage | pub | code | pub fn new_tab( &self, url: Option<&str>, new_window: bool, background: bool, new_context: bool, ) -> OpenPageResult<crate::page::Page>
4225 | method | impl WebPage | pub | code | pub fn activate_tab<'a, T>(&self, target: T) -> OpenPageResult<()> where T: Into<BrowserTabSelector<'a>>,
4232 | method | impl WebPage | pub | code | pub fn close_tabs<'a, T>(&self, targets: T, others: bool) -> OpenPageResult<usize> where T: Into<BrowserTabTargetsInput<'a>>,
4239 | method | impl WebPage | pub | code | pub fn download_path(&self) -> OpenPageResult<Option<String>>
4246 | method | impl WebPage | pub | code | pub fn set_download_path(&self, path: &str) -> OpenPageResult<()>
4251 | method | impl WebPage | pub | code | pub fn current_tab_download_path(&self) -> OpenPageResult<Option<String>>
4255 | method | impl WebPage | pub | code | pub fn set_current_tab_download_path(&self, path: &str) -> OpenPageResult<()>
4260 | method | impl WebPage | pub | code | pub fn set_tab_download_path(&self, path: &str) -> OpenPageResult<()>
4264 | method | impl WebPage | pub | code | pub fn set_blocked_urls<'a, I>(&self, patterns: I) -> OpenPageResult<()> where I: Into<ActionsInput<'a>>,
4271 | method | impl WebPage | pub | code | pub fn download_file_exists_mode(&self) -> OpenPageResult<String>
4275 | method | impl WebPage | pub | code | pub fn current_tab_download_file_exists_mode(&self) -> OpenPageResult<String>
4280 | method | impl WebPage | pub | code | pub fn set_download_file_exists_mode( &self, mode: crate::browser::DownloadFileExistsMode, ) -> OpenPageResult<()>
4287 | method | impl WebPage | pub | code | pub fn when_download_file_exists(&self, mode: &str) -> OpenPageResult<()>
4291 | method | impl WebPage | pub | code | pub fn set_current_tab_download_file_exists_mode( &self, mode: crate::browser::DownloadFileExistsMode, ) -> OpenPageResult<()>
4299 | method | impl WebPage | pub | code | pub fn set_tab_download_file_exists_mode( &self, mode: crate::browser::DownloadFileExistsMode, ) -> OpenPageResult<()>
4306 | method | impl WebPage | pub | code | pub fn when_current_tab_download_file_exists(&self, mode: &str) -> OpenPageResult<()>
4311 | method | impl WebPage | pub | code | pub fn set_tab_when_download_file_exists(&self, mode: &str) -> OpenPageResult<()>
4315 | method | impl WebPage | pub | code | pub fn set_current_tab_download_filename( &self, rename: Option<&str>, suffix: Option<&str>, suffix_specified: bool, ) -> OpenPageResult<()>
4329 | method | impl WebPage | pub | code | pub fn set_tab_download_filename( &self, rename: Option<&str>, suffix: Option<&str>, suffix_specified: bool, ) -> OpenPageResult<()>
4338 | method | impl WebPage | pub | code | pub fn set_download_filename( &self, rename: Option<&str>, suffix: Option<&str>, suffix_specified: bool, ) -> OpenPageResult<()>
4347 | method | impl WebPage | pub | code | pub fn set_current_tab_download_file_name( &self, rename: Option<&str>, suffix: Option<&str>, suffix_specified: bool, ) -> OpenPageResult<()>
4356 | method | impl WebPage | pub | code | pub fn set_tab_download_file_name( &self, rename: Option<&str>, suffix: Option<&str>, suffix_specified: bool, ) -> OpenPageResult<()>
4365 | method | impl WebPage | pub | code | pub fn set_download_file_name( &self, rename: Option<&str>, suffix: Option<&str>, suffix_specified: bool, ) -> OpenPageResult<()>
4374 | method | impl WebPage | pub | code | pub fn click_to_download<'a, L>( &self, locator: L, save_path: Option<&str>, rename: Option<&str>, suffix: Option<&str>, suffix_specified: bool, timeout_ms: Option<u64>, by_js: bool, new_tab: bool, ) -> OpenPageResult<Option<DownloadMission>> where L: Into<LocatorInput<'a>>,
4405 | method | impl WebPage | pub | code | pub fn click_to_upload<'a, 'b, L, F>( &self, locator: L, files: F, timeout_ms: Option<u64>, by_js: bool, ) -> OpenPageResult<bool> where L: Into<LocatorInput<'a>>, F: Into<UploadFilesInput<'b>>,
4426 | method | impl WebPage | pub | code | pub fn click_for_new_tab<'a, L>( &self, locator: L, timeout_ms: Option<u64>, by_js: bool, ) -> OpenPageResult<Option<WebPage>> where L: Into<LocatorInput<'a>>,
4446 | method | impl WebPage | pub | code | pub fn click_middle<'a, L>( &self, locator: L, timeout_ms: Option<u64>, get_tab: bool, ) -> OpenPageResult<Option<WebPage>> where L: Into<LocatorInput<'a>>,
4466 | method | impl WebPage | pub | code | pub fn set_upload_files<'a, F>(&self, files: F) -> OpenPageResult<()> where F: Into<UploadFilesInput<'a>>,
4473 | method | impl WebPage | pub | code | pub fn set_upload_paths<'a, F>(&self, files: F) -> OpenPageResult<()> where F: Into<UploadFilesInput<'a>>,
4480 | method | impl WebPage | pub | code | pub fn retry_times(&self) -> OpenPageResult<usize>
4487 | method | impl WebPage | pub | code | pub fn retry_interval(&self) -> OpenPageResult<f64>
4497 | method | impl WebPage | pub | code | pub fn set_retry( &self, retry_times: Option<usize>, retry_interval_secs: Option<f64>, ) -> OpenPageResult<()>
4513 | method | impl WebPage | pub | code | pub fn timeouts(&self) -> OpenPageResult<HashMap<&'static str, f64>>
4523 | method | impl WebPage | private | code | fn implicit_wait_timeout_ms(&self) -> OpenPageResult<u64>
4531 | method | impl WebPage | pub | code | pub fn set_timeouts( &self, base_secs: Option<f64>, page_load_secs: Option<f64>, script_secs: Option<f64>, ) -> OpenPageResult<()>
4560 | method | impl WebPage | pub | code | pub fn load_mode(&self) -> OpenPageResult<String>
4564 | method | impl WebPage | pub | code | pub fn set_load_mode(&self, mode: crate::browser::LoadMode) -> OpenPageResult<()>
4568 | method | impl WebPage | pub | code | pub fn window_state(&self) -> OpenPageResult<String>
4572 | method | impl WebPage | pub | code | pub fn window_id(&self) -> OpenPageResult<i64>
4576 | method | impl WebPage | pub | code | pub fn window_size(&self) -> OpenPageResult<(i64, i64)>
4580 | method | impl WebPage | pub | code | pub fn window_location(&self) -> OpenPageResult<(i64, i64)>
4584 | method | impl WebPage | pub | code | pub fn window_max(&self) -> OpenPageResult<()>
4588 | method | impl WebPage | pub | code | pub fn window_min(&self) -> OpenPageResult<()>
4592 | method | impl WebPage | pub | code | pub fn window_full(&self) -> OpenPageResult<()>
4596 | method | impl WebPage | pub | code | pub fn window_normal(&self) -> OpenPageResult<()>
4600 | method | impl WebPage | pub | code | pub fn window_hide(&self) -> OpenPageResult<()>
4604 | method | impl WebPage | pub | code | pub fn window_show(&self) -> OpenPageResult<()>
4608 | method | impl WebPage | pub | code | pub fn window_size_set(&self, width: Option<i64>, height: Option<i64>) -> OpenPageResult<()>
4612 | method | impl WebPage | pub | code | pub fn window_location_set(&self, left: Option<i64>, top: Option<i64>) -> OpenPageResult<()>
4616 | method | impl WebPage | pub | code | pub fn zoom_factor(&self) -> OpenPageResult<f64>
4620 | method | impl WebPage | pub | code | pub fn set_zoom_factor(&self, factor: f64) -> OpenPageResult<()>
4624 | method | impl WebPage | pub | code | pub fn reset_zoom_factor(&self) -> OpenPageResult<()>
4628 | method | impl WebPage | pub | code | pub fn wait_for_download( &self, filename: Option<&str>, timeout_ms: u64, ) -> OpenPageResult<String>
4636 | method | impl WebPage | pub | code | pub fn download_missions(&self) -> OpenPageResult<Vec<DownloadMission>>
4640 | method | impl WebPage | pub | code | pub fn last_download(&self) -> OpenPageResult<Option<DownloadMission>>
4644 | method | impl WebPage | pub | code | pub fn clear_finished_downloads(&self) -> OpenPageResult<usize>
4648 | method | impl WebPage | pub | code | pub fn cancel_download(&self, guid: &str) -> OpenPageResult<()>
4652 | method | impl WebPage | pub | code | pub fn last_session_download(&self) -> OpenPageResult<Option<SessionDownload>>
4656 | method | impl WebPage | pub | code | pub fn listener(&self) -> Listener
4660 | method | impl WebPage | pub | code | pub fn listen(&self) -> Listener
4664 | method | impl WebPage | pub | code | pub fn interceptor(&self) -> Interceptor
4668 | method | impl WebPage | pub | code | pub fn intercept(&self) -> Interceptor
4672 | method | impl WebPage | pub | code | pub fn console(&self) -> Console
4676 | method | impl WebPage | pub | code | pub fn screencast(&self) -> Screencast
4680 | method | impl WebPage | pub | code | pub fn recorder(&self) -> crate::recorder::Recorder
4684 | method | impl WebPage | pub | code | pub fn change_mode( &self, mode: Option<WebMode>, go: bool, copy_cookies: bool, ) -> OpenPageResult<()>
4723 | method | impl WebPage | pub | code | pub fn get(&self, url: &str) -> OpenPageResult<bool>
4733 | method | impl WebPage | pub | code | pub fn goto(&self, url: &str) -> OpenPageResult<()>
4737 | method | impl WebPage | pub | code | pub fn post(&self, url: &str) -> OpenPageResult<bool>
4744 | method | impl WebPage | pub | code | pub fn post_json(&self, url: &str, payload: Option<Value>) -> OpenPageResult<bool>
4751 | method | impl WebPage | pub | code | pub fn download(&self, url: &str) -> OpenPageResult<String>
4758 | method | impl WebPage | pub | code | pub fn download_to(&self, url: &str, path: impl AsRef<Path>) -> OpenPageResult<String>
4765 | method | impl WebPage | pub | code | pub fn url(&self) -> OpenPageResult<Option<String>>
4779 | method | impl WebPage | pub | code | pub fn title(&self) -> OpenPageResult<Option<String>>
4793 | method | impl WebPage | pub | code | pub fn browser(&self) -> Option<&Browser>
4797 | method | impl WebPage | pub | code | pub fn browser_pid(&self) -> Option<u32>
4801 | method | impl WebPage | pub | code | pub fn process_id(&self) -> Option<u32>
4805 | method | impl WebPage | pub | code | pub fn browser_version(&self) -> OpenPageResult<String>
4809 | method | impl WebPage | pub | code | pub fn address(&self) -> OpenPageResult<String>
4813 | method | impl WebPage | pub | code | pub fn user_agent(&self) -> OpenPageResult<Option<String>>
4820 | method | impl WebPage | pub | code | pub fn html(&self) -> OpenPageResult<String>
4827 | method | impl WebPage | pub | code | pub fn evaluate(&self, expression: &str) -> OpenPageResult<Value>
4836 | method | impl WebPage | pub | code | pub fn save_screenshot(&self, path: impl AsRef<Path>, full_page: bool) -> OpenPageResult<()>
4845 | method | impl WebPage | pub | code | pub fn save( &self, path: Option<&Path>, name: Option<&str>, as_pdf: bool, ) -> OpenPageResult<PageSaveContent>
4859 | method | impl WebPage | pub | code | pub fn save_with_options( &self, path: Option<&Path>, name: Option<&str>, as_pdf: bool, pdf_options: Option<chromiumoxide::cdp::browser_protocol::page::PrintToPdfParams>, ) -> OpenPageResult<PageSaveContent>
4875 | method | impl WebPage | pub | code | pub fn save_pdf(&self, path: impl AsRef<Path>) -> OpenPageResult<()>
4884 | method | impl WebPage | pub | code | pub fn screenshot_bytes( &self, full_page: bool, left_top: Option<(f64, f64)>, right_bottom: Option<(f64, f64)>, ) -> OpenPageResult<Vec<u8>>
4899 | method | impl WebPage | pub | code | pub fn screenshot_base64( &self, full_page: bool, left_top: Option<(f64, f64)>, right_bottom: Option<(f64, f64)>, ) -> OpenPageResult<String>
4914 | method | impl WebPage | pub | code | pub fn get_screenshot( &self, path: Option<&Path>, name: Option<&str>, full_page: bool, left_top: Option<(f64, f64)>, right_bottom: Option<(f64, f64)>, ) -> OpenPageResult<std::path::PathBuf>
4931 | method | impl WebPage | pub | code | pub fn scroll_position(&self) -> OpenPageResult<(f64, f64)>
4940 | method | impl WebPage | pub | code | pub fn viewport_size(&self) -> OpenPageResult<Option<(f64, f64)>>
4949 | method | impl WebPage | pub | code | pub fn refresh(&self, ignore_cache: bool) -> OpenPageResult<()>
4958 | method | impl WebPage | pub | code | pub fn back(&self, steps: usize) -> OpenPageResult<bool>
4967 | method | impl WebPage | pub | code | pub fn forward(&self, steps: usize) -> OpenPageResult<bool>
4976 | method | impl WebPage | pub | code | pub fn scroll(&self) -> WebPageScroller<'_>
4980 | method | impl WebPage | pub | code | pub fn set(&self) -> WebPageSetter<'_>
4984 | method | impl WebPage | pub | code | pub fn scroll_to_top(&self) -> OpenPageResult<()>
4993 | method | impl WebPage | pub | code | pub fn scroll_to_bottom(&self) -> OpenPageResult<()>
5002 | method | impl WebPage | pub | code | pub fn scroll_to_half(&self) -> OpenPageResult<()>
5011 | method | impl WebPage | pub | code | pub fn scroll_to_rightmost(&self) -> OpenPageResult<()>
5020 | method | impl WebPage | pub | code | pub fn scroll_to_leftmost(&self) -> OpenPageResult<()>
5029 | method | impl WebPage | pub | code | pub fn scroll_to_location(&self, x: f64, y: f64) -> OpenPageResult<()>
5038 | method | impl WebPage | pub | code | pub fn scroll_up(&self, pixels: f64) -> OpenPageResult<()>
5047 | method | impl WebPage | pub | code | pub fn scroll_down(&self, pixels: f64) -> OpenPageResult<()>
5056 | method | impl WebPage | pub | code | pub fn scroll_left(&self, pixels: f64) -> OpenPageResult<()>
5065 | method | impl WebPage | pub | code | pub fn scroll_right(&self, pixels: f64) -> OpenPageResult<()>
5074 | method | impl WebPage | pub | code | pub fn raw_data(&self) -> OpenPageResult<Vec<u8>>
5081 | method | impl WebPage | pub | code | pub fn encoding(&self) -> OpenPageResult<Option<String>>
5088 | method | impl WebPage | pub | code | pub fn set_encoding<E>(&self, encoding: E) -> OpenPageResult<()> where E: Into<SessionEncodingInput>,
5098 | method | impl WebPage | pub | code | pub fn status_code(&self) -> OpenPageResult<Option<u16>>
5105 | method | impl WebPage | pub | code | pub fn cookies(&self) -> OpenPageResult<Vec<CookieEntry>>
5112 | method | impl WebPage | pub | code | pub fn cookie_header(&self) -> OpenPageResult<Option<String>>
5124 | method | impl WebPage | pub | code | pub fn set_cookies<'a, C>(&self, cookies: C) -> OpenPageResult<()> where C: Into<CookieInput<'a>>,
5134 | method | impl WebPage | pub | code | pub fn set_cookie_header(&self, url: &str, cookie_header: &str) -> OpenPageResult<()>
5141 | method | impl WebPage | pub | code | pub fn set_cookie( &self, name: &str, value: &str, url: Option<&str>, domain: Option<&str>, path: Option<&str>, ) -> OpenPageResult<()>
5155 | method | impl WebPage | pub | code | pub fn remove_cookie( &self, name: &str, url: Option<&str>, domain: Option<&str>, path: Option<&str>, ) -> OpenPageResult<()>
5168 | method | impl WebPage | pub | code | pub fn clear_cookies(&self) -> OpenPageResult<()>
5175 | method | impl WebPage | pub | code | pub fn json(&self) -> OpenPageResult<Option<Value>>
5182 | method | impl WebPage | pub | code | pub fn is_alive(&self) -> OpenPageResult<bool>
5189 | method | impl WebPage | pub | code | pub fn is_loading(&self) -> OpenPageResult<bool>
5196 | method | impl WebPage | pub | code | pub fn ready_state(&self) -> OpenPageResult<Option<String>>
5203 | method | impl WebPage | pub | code | pub fn is_headless(&self) -> bool
5207 | method | impl WebPage | pub | code | pub fn has_alert(&self) -> OpenPageResult<bool>
5211 | method | impl WebPage | pub | code | pub fn is_existed(&self) -> OpenPageResult<bool>
5215 | method | impl WebPage | pub | code | pub fn is_incognito(&self) -> OpenPageResult<bool>
5219 | method | impl WebPage | pub | code | pub fn wait_for_new_tab( &self, current_tab_id: Option<&str>, timeout_ms: u64, ) -> OpenPageResult<Option<String>>
5227 | method | impl WebPage | pub | code | pub fn wait_for_download_begin( &self, timeout_ms: u64, cancel_it: bool, ) -> OpenPageResult<Option<DownloadMission>>
5235 | method | impl WebPage | pub | code | pub fn wait_for_downloads_done( &self, timeout_ms: u64, cancel_if_timeout: bool, ) -> OpenPageResult<bool>
5244 | method | impl WebPage | pub | code | pub fn wait_for_upload_paths_inputted(&self, timeout_ms: u64) -> OpenPageResult<bool>
5251 | method | impl WebPage | pub | code | pub fn handle_alert( &self, accept: bool, prompt_text: Option<&str>, timeout_ms: u64, ) -> OpenPageResult<Option<String>>
5260 | method | impl WebPage | pub | code | pub fn alert_text(&self) -> OpenPageResult<Option<String>>
5264 | method | impl WebPage | pub | code | pub fn set_next_alert_action( &self, accept: bool, prompt_text: Option<&str>, ) -> OpenPageResult<()>
5272 | method | impl WebPage | pub | code | pub fn wait_for_alert_closed(&self, timeout_ms: u64) -> OpenPageResult<bool>
5276 | method | impl WebPage | pub | code | pub fn wait_for_url_change( &self, text: &str, exclude: bool, timeout_ms: u64, ) -> OpenPageResult<bool>
5294 | method | impl WebPage | pub | code | pub fn wait_for_title_change( &self, text: &str, exclude: bool, timeout_ms: u64, ) -> OpenPageResult<bool>
5312 | method | impl WebPage | pub | code | pub fn wait_for_load_start(&self, timeout_ms: u64) -> OpenPageResult<bool>
5319 | method | impl WebPage | pub | code | pub fn wait_for_doc_loaded(&self, timeout_ms: u64) -> OpenPageResult<bool>
5326 | method | impl WebPage | pub | code | pub fn wait_for_elements_loaded<'a, L>( &self, locators: L, any_one: bool, timeout_ms: u64, ) -> OpenPageResult<bool> where L: Into<LocatorBatchInput<'a>>,
5365 | method | impl WebPage | pub | code | pub fn wait_for_ele_displayed<'a, L>(&self, target: L, timeout_ms: u64) -> OpenPageResult<bool> where L: Into<PageElementTarget<'a>>,
5381 | method | impl WebPage | pub | code | pub fn wait_for_ele_hidden<'a, L>(&self, target: L, timeout_ms: u64) -> OpenPageResult<bool> where L: Into<PageElementTarget<'a>>,
5395 | method | impl WebPage | pub | code | pub fn wait_for_ele_enabled<'a, L>(&self, target: L, timeout_ms: u64) -> OpenPageResult<bool> where L: Into<PageElementTarget<'a>>,
5411 | method | impl WebPage | pub | code | pub fn wait_for_ele_deleted<'a, L>(&self, target: L, timeout_ms: u64) -> OpenPageResult<bool> where L: Into<PageElementTarget<'a>>,
5428 | method | impl WebPage | pub | code | pub fn wait_for_ele_clickable<'a, L>(&self, target: L, timeout_ms: u64) -> OpenPageResult<bool> where L: Into<PageElementTarget<'a>>,
5444 | method | impl WebPage | private | code | fn wait_for_page_element_target<'a, L, D, S>( &self, target: L, timeout_ms: u64, driver_wait: D, session_wait: S, ) -> OpenPageResult<bool> where L: Into<PageElementTarget<'a>>, D: FnOnce(&Page, PageElementTarget<'a>, u64) -> OpenPageResult<bool>, S: FnOnce(&Self, &str, u64) -> OpenPageResult<bool>,
5466 | method | impl WebPage | private | code | fn session_wait_target_locator<'a>( &self, target: PageElementTarget<'a>, ) -> OpenPageResult<String>
5505 | method | impl WebPage | private | code | fn session_wait_for_element<F>( &self, locator: &str, timeout_ms: u64, check: F, ) -> OpenPageResult<bool> where F: Fn(&SessionElement) -> OpenPageResult<bool>,
5532 | method | impl WebPage | private | code | fn session_wait_until<F>(&self, timeout_ms: u64, check: F) -> OpenPageResult<bool> where F: Fn() -> OpenPageResult<bool>,
5549 | method | impl WebPage | pub | code | pub fn find<'a, L>(&self, locator: L) -> OpenPageResult<WebElement> where L: Into<LocatorInput<'a>>,
5562 | method | impl WebPage | pub | code | pub fn wait_for<'a, L>(&self, locator: L, timeout_ms: u64) -> OpenPageResult<WebElement> where L: Into<LocatorInput<'a>>,
5585 | method | impl WebPage | pub | code | pub fn click<'a, L>(&self, locator: L) -> OpenPageResult<()> where L: Into<LocatorInput<'a>>,
5593 | method | impl WebPage | pub | code | pub fn fill<'a, L>(&self, locator: L, text: &str) -> OpenPageResult<()> where L: Into<LocatorInput<'a>>,
5601 | method | impl WebPage | pub | code | pub fn text<'a, L>(&self, locator: L) -> OpenPageResult<Option<String>> where L: Into<LocatorInput<'a>>,
5609 | method | impl WebPage | pub | code | pub fn attr<'a, L>(&self, locator: L, name: &str) -> OpenPageResult<Option<String>> where L: Into<LocatorInput<'a>>,
5617 | method | impl WebPage | pub | code | pub fn ele<'a, L>(&self, locator: L) -> OpenPageResult<ElementsOneOwned<WebElement>> where L: Into<LocatorInput<'a>>,
5634 | method | impl WebPage | pub | code | pub fn find_all<'a, L>(&self, locator: L) -> OpenPageResult<Vec<WebElement>> where L: Into<LocatorInput<'a>>,
5652 | method | impl WebPage | pub | code | pub fn eles<'a, L>(&self, locator: L) -> OpenPageResult<Vec<WebElement>> where L: Into<LocatorInput<'a>>,
5659 | method | impl WebPage | pub | code | pub fn find_locators<'a, L>( &self, locators: L, any_one: bool, first_match_only: bool, ) -> OpenPageResult<Vec<LocatorMatch<WebElement>>> where L: Into<LocatorBatchInput<'a>>,
5700 | method | impl WebPage | pub | code | pub fn active_element(&self) -> OpenPageResult<Option<WebElement>>
5712 | method | impl WebPage | pub | code | pub fn remove_element<'a, L>(&self, locator: L) -> OpenPageResult<bool> where L: Into<PageElementTarget<'a>>,
5724 | method | impl WebPage | pub | code | pub fn remove_ele<'a, L>(&self, target: L) -> OpenPageResult<bool> where L: Into<PageElementTarget<'a>>,
5731 | method | impl WebPage | pub | code | pub fn add_element_html<'a, 'b, I, B>( &self, html: &str, insert_to: Option<I>, before: Option<B>, ) -> OpenPageResult<WebElement> where I: Into<PageElementTarget<'a>>, B: Into<PageElementTarget<'b>>,
5752 | method | impl WebPage | pub | code | pub fn add_element<'a, 'b, 'c, C, I, B>( &self, content: C, insert_to: Option<I>, before: Option<B>, ) -> OpenPageResult<WebElement> where C: Into<PageElementContent<'c>>, I: Into<PageElementTarget<'a>>, B: Into<PageElementTarget<'b>>,
5774 | method | impl WebPage | pub | code | pub fn add_ele<'a, 'b, 'c, C, I, B>( &self, content: C, insert_to: Option<I>, before: Option<B>, ) -> OpenPageResult<WebElement> where C: Into<PageElementContent<'c>>, I: Into<PageElementTarget<'a>>, B: Into<PageElementTarget<'b>>,
5788 | method | impl WebPage | pub | code | pub fn add_element_info<'a, 'b, I, B, H>( &self, info: H, insert_to: Option<I>, before: Option<B>, ) -> OpenPageResult<WebElement> where I: Into<PageElementTarget<'a>>, B: Into<PageElementTarget<'b>>, H: Into<PageElementInfo>,
5810 | method | impl WebPage | pub | code | pub fn main_frame_id(&self) -> OpenPageResult<String>
5819 | method | impl WebPage | pub | code | pub fn get_frame<'a, L>(&self, target: L) -> OpenPageResult<WebFrame> where L: Into<PageFrameTarget<'a>>,
5834 | method | impl WebPage | pub | code | pub fn get_frame_with_timeout<'a, L>( &self, target: L, timeout_ms: u64, ) -> OpenPageResult<WebFrame> where L: Into<PageFrameTarget<'a>>,
5853 | method | impl WebPage | pub | code | pub fn get_frame_by_index<I>(&self, index: I) -> OpenPageResult<WebFrame> where I: FrameIndexInput,
5868 | method | impl WebPage | pub | code | pub fn get_frame_by_index_with_timeout<I>( &self, index: I, timeout_ms: u64, ) -> OpenPageResult<WebFrame> where I: FrameIndexInput,
5887 | method | impl WebPage | pub | code | pub fn get_frame_ele<'a, L>(&self, target: L) -> OpenPageResult<WebElement> where L: Into<PageFrameTarget<'a>>,
5902 | method | impl WebPage | pub | code | pub fn get_frame_ele_with_timeout<'a, L>( &self, target: L, timeout_ms: u64, ) -> OpenPageResult<WebElement> where L: Into<PageFrameTarget<'a>>,
5921 | method | impl WebPage | pub | code | pub fn get_frame_ele_by_index<I>(&self, index: I) -> OpenPageResult<WebElement> where I: FrameIndexInput,
5936 | method | impl WebPage | pub | code | pub fn get_frame_ele_by_index_with_timeout<I>( &self, index: I, timeout_ms: u64, ) -> OpenPageResult<WebElement> where I: FrameIndexInput,
5955 | method | impl WebPage | pub | code | pub fn get_frames<'a, L>(&self, locator: Option<L>) -> OpenPageResult<Vec<WebFrame>> where L: Into<LocatorInput<'a>>,
5972 | method | impl WebPage | pub | code | pub fn get_frames_with_timeout<'a, L>( &self, locator: Option<L>, timeout_ms: u64, ) -> OpenPageResult<Vec<WebFrame>> where L: Into<LocatorInput<'a>>,
5996 | method | impl WebPage | pub | code | pub fn get_frame_eles<'a, L>(&self, locator: Option<L>) -> OpenPageResult<Vec<WebElement>> where L: Into<LocatorInput<'a>>,
6013 | method | impl WebPage | pub | code | pub fn get_frame_eles_with_timeout<'a, L>( &self, locator: Option<L>, timeout_ms: u64, ) -> OpenPageResult<Vec<WebElement>> where L: Into<LocatorInput<'a>>,
6037 | method | impl WebPage | pub | code | pub fn get_frame_context<'a, L>(&self, target: L) -> OpenPageResult<WebFrame> where L: Into<PageFrameTarget<'a>>,
6049 | method | impl WebPage | pub | code | pub fn get_frame_context_by_index<I>(&self, index: I) -> OpenPageResult<WebFrame> where I: FrameIndexInput,
6061 | method | impl WebPage | pub | code | pub fn get_frame_contexts<'a, L>(&self, locator: Option<L>) -> OpenPageResult<Vec<WebFrame>> where L: Into<LocatorInput<'a>>,
6073 | method | impl WebPage | pub | code | pub fn snapshot_find<'a, L>(&self, locator: L) -> OpenPageResult<SessionElement> where L: Into<LocatorInput<'a>>,
6083 | method | impl WebPage | pub | code | pub fn s_ele<'a, L>(&self, locator: L) -> OpenPageResult<SessionElement> where L: Into<LocatorInput<'a>>,
6091 | method | impl WebPage | pub | code | pub fn snapshot_find_all<'a, L>(&self, locator: L) -> OpenPageResult<Vec<SessionElement>> where L: Into<LocatorInput<'a>>,
